time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,change_measure,social_worker_stability,number,percentage
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes across 12 months,With no social worker change,264,49
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes across 12 months,With one social worker change,102,19
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes across 12 months,With two or more social worker changes,168,31
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes over 24 months,Total,534,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes over 24 months,With no social worker change,182,34
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes over 24 months,With one social worker change,109,20
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes over 24 months,With two or more social worker changes,243,46
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes across 12 months,Total,488,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes across 12 months,With no social worker change,134,27
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes across 12 months,With one social worker change,204,42
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes across 12 months,With two or more social worker changes,150,31
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes over 24 months,Total,488,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes over 24 months,With no social worker change,60,12
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes over 24 months,With one social worker change,132,27
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes over 24 months,With two or more social worker changes,296,61
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes across 12 months,Total,629,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes across 12 months,With no social worker change,261,41
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes across 12 months,With one social worker change,170,27
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes across 12 months,With two or more social worker changes,198,31
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes over 24 months,Total,629,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes over 24 months,With no social worker change,99,16
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes over 24 months,With one social worker change,200,32
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes over 24 months,With two or more social worker changes,330,52
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes across 12 months,Total,341,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes across 12 months,With no social worker change,171,50
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes across 12 months,With one social worker change,71,21
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes across 12 months,With two or more social worker changes,99,29
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes over 24 months,Total,341,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes over 24 months,With no social worker change,75,22
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes over 24 months,With one social worker change,90,26
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes over 24 months,With two or more social worker changes,176,52
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes across 12 months,Total,1379,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes across 12 months,With no social worker change,525,38
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes across 12 months,With one social worker change,475,34
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes across 12 months,With two or more social worker changes,379,27
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes over 24 months,Total,1379,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes over 24 months,With no social worker change,203,15
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes over 24 months,With one social worker change,406,29
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes over 24 months,With two or more social worker changes,770,56
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes across 12 months,Total,519,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes across 12 months,With no social worker change,189,36
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes across 12 months,With one social worker change,176,34
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes across 12 months,With two or more social worker changes,154,30
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes over 24 months,Total,519,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes over 24 months,With no social worker change,92,18
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes over 24 months,With one social worker change,140,27
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes over 24 months,With two or more social worker changes,287,55
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Social worker changes across 12 months,Total,531,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Social worker changes across 12 months,With no social worker change,169,32
