time_period,time_identifier,geographic_level,country_code,country_name,cla_group,population_group,characteristic,move_measure,school_stability,number,percentage
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Mid-year moves,With no mid-year moves during the year,39020,92
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Mid-year moves,With one or more mid-year moves during the year,3210,8
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Any moves,Total children,650,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Any moves,With no moves during the year,570,88
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Any moves,With one or more moves during the year,80,12
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Mid-year moves,Total children,650,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Mid-year moves,With no mid-year moves during the year,610,94
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Mid-year moves,With one or more mid-year moves during the year,40,6
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Any moves,Total children,330,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Any moves,With no moves during the year,290,88
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Any moves,With one or more moves during the year,40,12
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Mid-year moves,Total children,330,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Mid-year moves,With no mid-year moves during the year,300,90
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Mid-year moves,With one or more mid-year moves during the year,30,10
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Any moves,Total children,160,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Any moves,With no moves during the year,120,79
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Any moves,With one or more moves during the year,30,21
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Mid-year moves,Total children,160,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Mid-year moves,With no mid-year moves during the year,130,80
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Mid-year moves,With one or more mid-year moves during the year,30,20
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Any moves,Total children,200,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Any moves,With no moves during the year,200,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Any moves,With one or more moves during the year,0,0
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Mid-year moves,Total children,200,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Mid-year moves,With no mid-year moves during the year,200,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Mid-year moves,With one or more mid-year moves during the year,0,0
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Any moves,Total children,3170,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Any moves,With no moves during the year,2800,88
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Any moves,With one or more moves during the year,370,12
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Mid-year moves,Total children,3170,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Mid-year moves,With no mid-year moves during the year,2910,92
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Mid-year moves,With one or more mid-year moves during the year,250,8
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Any moves,Total children,40,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Any moves,With no moves during the year,40,98
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Any moves,With one or more moves during the year,c,c
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Mid-year moves,Total children,40,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Mid-year moves,With no mid-year moves during the year,40,98
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Mid-year moves,With one or more mid-year moves during the year,c,c
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Any moves,Total children,3840,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Any moves,With no moves during the year,3450,90
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Any moves,With one or more moves during the year,390,10
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Mid-year moves,Total children,3840,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Mid-year moves,With no mid-year moves during the year,3540,92
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Mid-year moves,With one or more mid-year moves during the year,300,8
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Any moves,Total children,50620,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Any moves,With no moves during the year,44940,89
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Any moves,With one or more moves during the year,5690,11
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Mid-year moves,Total children,50620,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Mid-year moves,With no mid-year moves during the year,46750,92
2022,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Mid-year moves,With one or more mid-year moves during the year,3870,8
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Any moves,Total children,24170,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Any moves,With no moves during the year,21350,88
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Any moves,With one or more moves during the year,2820,12
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Mid-year moves,Total children,24170,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Mid-year moves,With no mid-year moves during the year,22230,92
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Mid-year moves,With one or more mid-year moves during the year,1950,8
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Any moves,Total children,26450,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Any moves,With no moves during the year,23590,89
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Any moves,With one or more moves during the year,2870,11
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Mid-year moves,Total children,26450,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Mid-year moves,With no mid-year moves during the year,24520,93
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Mid-year moves,With one or more mid-year moves during the year,1930,7
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Any moves,Total children,50620,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Any moves,With no moves during the year,44940,89
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Any moves,With one or more moves during the year,5690,11
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Mid-year moves,Total children,50620,100
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Mid-year moves,With no mid-year moves during the year,46750,92
2022,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Mid-year moves,With one or more mid-year moves during the year,3870,8
2022,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Special school,Any moves,Total children,5180,100
