time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,activity,number,percentage
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,"Total in education, employment or training",1540,56
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,Total information not known,130,5
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,"Total not in education, employment or training",1100,40
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,Education other than higher education,630,56
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,In an apprenticeship,c,c
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,In training or employment,z,z
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,In training or employment (excl. apprenticeship),120,10
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",30,3
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",210,19
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",10,1
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,Total,1110,100
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,"Total in education, employment or training",820,74
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,Total information not known,40,4
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,"Total not in education, employment or training",260,23
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,Education other than higher education,930,30
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,Higher education i.e. studies beyond A level,280,9
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,In an apprenticeship,60,2
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,In training or employment,z,z
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,In training or employment (excl. apprenticeship),690,22
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",110,3
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",750,24
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",110,4
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,Total,3120,100
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,"Total in education, employment or training",1960,63
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,Total information not known,190,6
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,"Total not in education, employment or training",970,31
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,Education other than higher education,760,55
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,Higher education i.e. studies beyond A level,50,4
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,In an apprenticeship,20,1
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,In training or employment,z,z
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,In training or employment (excl. apprenticeship),120,9
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",30,2
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",270,20
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",20,2
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,Total,1370,100
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,"Total in education, employment or training",950,69
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,Total information not known,110,8
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,"Total not in education, employment or training",310,23
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,Education other than higher education,1230,29
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,Higher education i.e. studies beyond A level,320,8
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,In an apprenticeship,70,2
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,In training or employment,z,z
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,In training or employment (excl. apprenticeship),730,17
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",160,4
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",1070,26
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",160,4
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,Total,4180,100
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,"Total in education, employment or training",2350,56
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,Total information not known,440,11
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,"Total not in education, employment or training",1390,33
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Education other than higher education,15,54
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,In an apprenticeship,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,In training or employment,z,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,In training or employment (excl. apprenticeship),c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",0,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Total,28,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,"Total in education, employment or training",20,71
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Total information not known,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,"Total not in education, employment or training",c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Education other than higher education,8,11
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Higher education i.e. studies beyond A level,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,In an apprenticeship,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,In training or employment,z,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,In training or employment (excl. apprenticeship),20,27
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",7,9
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",20,27
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",6,8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Total,75,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,"Total in education, employment or training",34,45
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Total information not known,8,11
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,"Total not in education, employment or training",33,44
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Education other than higher education,27,39
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,In an apprenticeship,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,In training or employment,z,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,In training or employment (excl. apprenticeship),10,14
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",17,24
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Total,70,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,"Total in education, employment or training",43,61
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Total information not known,6,9
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,"Total not in education, employment or training",21,30
