time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percentage
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Allegation (s47),20,3
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Approval removed,c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement end other than due to child's behaviour,70,7
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement ends due to child's behaviour,100,11
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change in the status of a placement only,280,31
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change to/Implementation of care plan,190,21
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Child requests placement to end,50,6
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Custody,0,0
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Other,160,17
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Resignation or closure of provision,10,1
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Responsible/Area authority requests placement to end,20,2
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Standards of care concern,10,1
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,All Placements,120,k
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Allegation (s47),c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Approval removed,0,0
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement end other than due to child's behaviour,c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement ends due to child's behaviour,20,16
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change in the status of a placement only,40,31
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change to/Implementation of care plan,20,16
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Child requests placement to end,10,7
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Custody,0,0
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Other,20,18
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Resignation or closure of provision,c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Responsible/Area authority requests placement to end,c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Standards of care concern,c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,All Placements,54620,100
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Allegation (s47),460,1
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Approval removed,250,k
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement end other than due to child's behaviour,3440,6
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement ends due to child's behaviour,5500,10
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Change in the status of a placement only,9290,17
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Change to/Implementation of care plan,19220,35
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Child requests placement to end,2030,4
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Custody,160,k
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Other,12310,23
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Resignation or closure of provision,400,1
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Responsible/Area authority requests placement to end,920,2
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Standards of care concern,630,1
2022,Reporting year,National,E92000001,England,Gender,Female,All Placements,25050,46
2022,Reporting year,National,E92000001,England,Gender,Female,Allegation (s47),230,1
2022,Reporting year,National,E92000001,England,Gender,Female,Approval removed,130,1
2022,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement end other than due to child's behaviour,1670,7
2022,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement ends due to child's behaviour,2470,10
2022,Reporting year,National,E92000001,England,Gender,Female,Change in the status of a placement only,4330,17
2022,Reporting year,National,E92000001,England,Gender,Female,Change to/Implementation of care plan,8750,35
2022,Reporting year,National,E92000001,England,Gender,Female,Child requests placement to end,1060,4
2022,Reporting year,National,E92000001,England,Gender,Female,Custody,10,k
2022,Reporting year,National,E92000001,England,Gender,Female,Other,5540,22
2022,Reporting year,National,E92000001,England,Gender,Female,Resignation or closure of provision,160,1
2022,Reporting year,National,E92000001,England,Gender,Female,Responsible/Area authority requests placement to end,420,2
2022,Reporting year,National,E92000001,England,Gender,Female,Standards of care concern,280,1
2022,Reporting year,National,E92000001,England,Gender,Male,All Placements,29570,54
2022,Reporting year,National,E92000001,England,Gender,Male,Allegation (s47),230,1
2022,Reporting year,National,E92000001,England,Gender,Male,Approval removed,120,k
2022,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement end other than due to child's behaviour,1780,6
2022,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement ends due to child's behaviour,3030,10
2022,Reporting year,National,E92000001,England,Gender,Male,Change in the status of a placement only,4960,17
2022,Reporting year,National,E92000001,England,Gender,Male,Change to/Implementation of care plan,10470,35
2022,Reporting year,National,E92000001,England,Gender,Male,Child requests placement to end,980,3
2022,Reporting year,National,E92000001,England,Gender,Male,Custody,150,1
2022,Reporting year,National,E92000001,England,Gender,Male,Other,6770,23
2022,Reporting year,National,E92000001,England,Gender,Male,Resignation or closure of provision,240,1
2022,Reporting year,National,E92000001,England,Gender,Male,Responsible/Area authority requests placement to end,500,2
2022,Reporting year,National,E92000001,England,Gender,Male,Standards of care concern,350,1
2022,Reporting year,National,E92000001,England,Gender,Total,All Placements,54620,100
2022,Reporting year,National,E92000001,England,Gender,Total,Allegation (s47),460,1
2022,Reporting year,National,E92000001,England,Gender,Total,Approval removed,250,k
2022,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement end other than due to child's behaviour,3440,6
2022,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement ends due to child's behaviour,5500,10
2022,Reporting year,National,E92000001,England,Gender,Total,Change in the status of a placement only,9290,17
2022,Reporting year,National,E92000001,England,Gender,Total,Change to/Implementation of care plan,19220,35
2022,Reporting year,National,E92000001,England,Gender,Total,Child requests placement to end,2030,4
2022,Reporting year,National,E92000001,England,Gender,Total,Custody,160,k
2022,Reporting year,National,E92000001,England,Gender,Total,Other,12310,23
2022,Reporting year,National,E92000001,England,Gender,Total,Resignation or closure of provision,400,1
2022,Reporting year,National,E92000001,England,Gender,Total,Responsible/Area authority requests placement to end,920,2
2022,Reporting year,National,E92000001,England,Gender,Total,Standards of care concern,630,1
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,All Placements,35240,65
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Allegation (s47),380,1
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Approval removed,150,k
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement end other than due to child's behaviour,2800,8
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement ends due to child's behaviour,3620,10
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Change in the status of a placement only,6680,19
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Change to/Implementation of care plan,12160,34
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Child requests placement to end,1110,3
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Custody,10,k
