"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","X","X.1"
"77","Ofsted Social Care Provider Webpage","SC482301",NA,"Children's home","22/09/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","Havant","Private",6,"","","Hillcrest Children's Services Ltd","Full inspection","06/07/2022","26/09/2022",10223762,"Good","","","Inadequate","Requires improvement to be good",NA,NA
"78","Ofsted Social Care Provider Webpage","SC483692",NA,"Children's home","03/12/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Lancaster and Fleetwood","Private",4,"","","ROC Northwest Limited ","Full inspection","29/11/2022","25/01/2023",10223783,"Good","","","Good","Good",NA,NA
"79","Ofsted Social Care Provider Webpage","1275228",NA,"Children's home","30/04/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","West Northamptonshire","Daventry","Private",2,"","","Homes 2 inspire","Full inspection","30/08/2022","05/10/2022",10224293,"Good","","","Good","Requires improvement to be good",NA,NA
"80","Ofsted Social Care Provider Webpage","1276010",NA,"Children's home","14/05/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","Shrewsbury and Atcham","Private",3,"","","Bryn Melyn Care Limited","Full inspection","07/11/2022","21/12/2022",10224298,"Good","","","Good","Requires improvement to be good",NA,NA
"81","Ofsted Social Care Provider Webpage","1277497",NA,"Children's home","15/06/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Morecambe and Lunesdale","Private",4,"","","Hopscotch Care Ltd","Full inspection","08/06/2022","22/07/2022",10224315,"Good","","","Good","Good",NA,NA
"82","Ofsted Social Care Provider Webpage","2631698",NA,"Children's home","01/11/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Stoke-on-Trent North","Private",3,"","","Excel Residential Care Ltd","Full inspection","06/09/2022","17/11/2022",10225108,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"83","Ofsted Social Care Provider Webpage","2632917",NA,"Children's home","12/04/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Somerset","Bridgwater and West Somerset","Private",2,"","","Phoenix Childcare Ltd","Full inspection","06/12/2022","30/01/2023",10225113,"Inadequate","","","Inadequate","Inadequate",NA,NA
"84","Ofsted Social Care Provider Webpage","SC415347",NA,"Children's home","12/09/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Stone","Private",4,"","","Hillcrest Childrens Services (2) Limited","Full inspection","19/10/2022","30/11/2022",10223285,"Good","","","Good","Requires improvement to be good",NA,NA
"85","Ofsted Social Care Provider Webpage","SC416599",NA,"Children's home","06/08/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cumbria","Carlisle","Private",5,"","","North Lakes Children's Service Limited","Full inspection","07/12/2022","25/01/2023",10223292,"Good","","","Good","Good",NA,NA
"86","Ofsted Social Care Provider Webpage","SC419217",NA,"Children's home","18/11/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Hall Green","Private",2,"","","Care And Management Services Limited","Full inspection","04/01/2023","06/02/2023",10223298,"Good","","","Good","Good",NA,NA
"87","Ofsted Social Care Provider Webpage","SC421063",NA,"Children's home","03/02/2011","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Buckinghamshire","Buckingham","Private",4,"","","Keys Care Limited","Full inspection","27/02/2023","05/04/2023",10223306,"Outstanding","","","Outstanding","Outstanding",NA,NA
"88","Ofsted Social Care Provider Webpage","SC471672",NA,"Children's home","21/05/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Yardley","Private",4,"","","Serenity Specialist Care Ltd","Full inspection","12/07/2022","25/08/2022",10223624,"Good","","","Good","Requires improvement to be good",NA,NA
"89","Ofsted Social Care Provider Webpage","SC473404",NA,"Children's home","29/11/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Dover","Private",5,"","","Back On Track Children's Services Se Ltd.","Full inspection","22/11/2022","03/02/2023",10223642,"Good","","","Good","Good",NA,NA
"90","Ofsted Social Care Provider Webpage","2585407",NA,"Children's home","09/07/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","North Shropshire","Private",4,"","","Physis Quantum Limited","Full inspection","18/07/2022","29/09/2022",10224782,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"91","Ofsted Social Care Provider Webpage","2585926",NA,"Children's home","26/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Sunderland","Houghton and Sunderland South","Private",7,"","","Witherslack Group Ltd","Full inspection","07/02/2023","27/03/2023",10224784,"Good","","","Good","Outstanding",NA,NA
"92","Ofsted Social Care Provider Webpage","2592750",NA,"Children's home","10/06/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Norfolk","North West Norfolk","Voluntary",2,"","","Break","Full inspection","05/12/2022","25/01/2023",10224846,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"93","Ofsted Social Care Provider Webpage","2594007",NA,"Children's home","09/06/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Salford","Salford and Eccles","Private",2,"","","Cambian Childcare Ltd","Full inspection","12/07/2022","21/09/2022",10246648,"Good","","","Good","Good",NA,NA
"94","Ofsted Social Care Provider Webpage","2594985",NA,"Children's home","03/08/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","West Lancashire","Private",4,"","","New Horizons (NW) Ltd","Full inspection","04/10/2022","02/11/2022",10224880,"Good","","","Good","Good",NA,NA
"95","Ofsted Social Care Provider Webpage","SC044224",NA,"Children's home","10/10/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","South Ribble","Private",4,"","","Progress Care and Education Limited","Full inspection","11/05/2022","28/06/2022",10222792,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"96","Ofsted Social Care Provider Webpage","SC044259",NA,"Children's home","02/07/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","West Sussex","Worthing West","Private",5,"","","Child First Limited","Full inspection","09/01/2023","09/03/2023",10222794,"Good","","","Good","Outstanding",NA,NA
"97","Ofsted Social Care Provider Webpage","2595983",NA,"Children's home","25/08/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Burnley","Private",6,"","","Keys QTC Limited","Full inspection","15/11/2022","29/12/2022",10224891,"Good","","","Good","Good",NA,NA
"98","Ofsted Social Care Provider Webpage","2596008",NA,"Children's home","13/08/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","East Sussex","Bexhill and Battle","Private",2,"","","Anderida Adolescent Care Ltd","Full inspection","05/05/2021","23/06/2021",10185869,"Good","","","Good","Good",NA,NA
"99","Ofsted Social Care Provider Webpage","2597734",NA,"Children's home","29/09/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Wolverhampton","Wolverhampton South West","Private",5,"","","Horizon Transitional Care Limited","Full inspection","18/05/2021","25/06/2021",10185841,"Good","","","Good","Good",NA,NA
"100","Ofsted Social Care Provider Webpage","2598462",NA,"Children's home","08/10/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","Bosworth","Private",2,"","","Haven Care Group Ltd","Full inspection","23/11/2022","04/01/2023",10224908,"Good","","","Good","Good",NA,NA
"101","Ofsted Social Care Provider Webpage","2599399",NA,"Children's home","15/09/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Herefordshire","North Herefordshire","Private",2,"","","Cambian Childcare Ltd","Full inspection","29/11/2022","14/02/2023",10224914,"Inadequate","","","Inadequate","Inadequate",NA,NA
"102","Ofsted Social Care Provider Webpage","2599659",NA,"Children's home","29/11/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Peterborough","Peterborough","Private",4,"","","Semi-Independent House Limited","Full inspection","09/08/2022","21/09/2022",10224916,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"103","Ofsted Social Care Provider Webpage","2602558",NA,"Children's home","17/11/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Gateshead","Gateshead","Private",6,"","","Enhanced Young Person's Care LTD","Full inspection","12/09/2022","20/10/2022",10224927,"Good","","","Good","Good",NA,NA
"104","Ofsted Social Care Provider Webpage","2602585",NA,"Children's home","18/09/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Chorley","Private",3,"","","Next Stage 4Life LTD","Full inspection","17/01/2023","01/03/2023",10257298,"Good","","","Good","Good",NA,NA
"105","Ofsted Social Care Provider Webpage","2633107",NA,"Children's home","21/07/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Surrey","Reigate","Private",4,"","","Charis Services for Children Ltd","Full inspection","08/06/2022","17/08/2022",10225115,"Good","","","Good","Requires improvement to be good",NA,NA
"106","Ofsted Social Care Provider Webpage","2633127",NA,"Children's home","13/07/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Wolverhampton","Wolverhampton South West","Private",4,"","","Pathways Care Group","Full inspection","06/09/2022","24/10/2022",10246889,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"107","Ofsted Social Care Provider Webpage","SC457175",NA,"Children's home","14/02/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Halton","Halton","Private",1,"","","Cambian Childcare Ltd","Full inspection","05/10/2022","10/11/2022",10223515,"Outstanding","","","Outstanding","Outstanding",NA,NA
"108","Ofsted Social Care Provider Webpage","SC040982",NA,"Children's home","30/05/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Wigan","Makerfield","Local Authority",5,"Short-break-only children's home","","Wigan Council","Full inspection","10/11/2021","20/12/2021",10212708,"Good","","","Good","Good",NA,NA
"109","Ofsted Social Care Provider Webpage","SC041887",NA,"Children's home","27/11/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Croydon","Croydon Central","Local Authority",7,"Short-break-only children's home","","London Borough of Croydon","Full inspection","23/11/2021","17/01/2022",10185393,"Good","","","Good","Requires improvement to be good",NA,NA
"110","Ofsted Social Care Provider Webpage","SC410539",NA,"Children's home","29/06/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Erdington","Private",3,"","","Positive Pathways Limited","Full inspection","12/07/2022","05/09/2022",10223258,"Inadequate","","","Inadequate","Inadequate",NA,NA
"111","Ofsted Social Care Provider Webpage","SC411074",NA,"Children's home","07/06/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Stoke-on-Trent","Stoke-on-Trent Central","Private",1,"","","Searchlight Care Services Ltd","Full inspection","01/11/2022","21/12/2022",10223262,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"112","Ofsted Social Care Provider Webpage","SC412476",NA,"Children's home","03/09/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","Meon Valley","Private",4,"","","Keys Group Progressive Care & Education Limited","Full inspection","09/08/2022","13/10/2022",10223270,"Good","","","Good","Good",NA,NA
"113","Ofsted Social Care Provider Webpage","SC412979",NA,"Children's home","08/07/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","South Ribble","Private",4,"","","Aspris New Education Services Limited","Full inspection","21/02/2023","05/04/2023",10223274,"Good","","","Good","Good",NA,NA
"114","Ofsted Social Care Provider Webpage","SC413779",NA,"Children's home","02/09/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Rochdale","Heywood and Middleton","Private",2,"","","Aspire Child Care Ltd","Full inspection","17/01/2023","15/03/2023",10223277,"Good","","","Good","Good",NA,NA
"115","Ofsted Social Care Provider Webpage","SC414296",NA,"Children's home","23/08/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottingham","Nottingham South","Private",4,"","","Total Care Matters Limited","Full inspection","14/11/2022","16/12/2022",10223280,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"116","Ofsted Social Care Provider Webpage","SC475680",NA,"Children's home","08/05/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","West Lancashire","Private",8,"","","Witherslack Group Ltd","Full inspection","18/10/2022","25/11/2022",10223661,"Good","","","Good","Good",NA,NA
