time_period,time_identifier,geographic_level,country_code,country_name,care_leaver_age,cla_group,characteristic,activity_type,number,percentage
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),250,28
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,40,4
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",400,45
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,890,100
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Education other than higher education,340,27
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,50,4
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,In an apprenticeship,10,1
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,In training or employment,z,z
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),370,30
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Information not known,80,7
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",390,32
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Total care leavers,1240,100
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Education other than higher education,10,29
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,0,0
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,0,0
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,In training or employment,z,z
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),10,26
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Information not known,c,c
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,"Not in education, employment or training",10,35
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Total care leavers,30,100
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Education other than higher education,820,12
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,440,6
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,In an apprenticeship,170,2
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,In training or employment,z,z
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),1780,26
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Information not known,430,6
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,"Not in education, employment or training",3260,47
2024,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Total care leavers,6890,100
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Education other than higher education,110,11
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Higher education i.e. studies beyond A level,90,8
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,In an apprenticeship,10,1
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,In training or employment,z,z
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,In training or employment (excl. apprenticeship),410,40
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Information not known,130,12
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,"Not in education, employment or training",290,28
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Total care leavers,1040,100
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Education other than higher education,470,25
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Higher education i.e. studies beyond A level,160,8
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In an apprenticeship,20,1
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment,z,z
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment (excl. apprenticeship),460,24
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Information not known,160,9
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British","Not in education, employment or training",640,33
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Total care leavers,1910,100
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Education other than higher education,1410,12
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Higher education i.e. studies beyond A level,780,7
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,In an apprenticeship,160,1
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,In training or employment,z,z
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,In training or employment (excl. apprenticeship),3490,30
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Information not known,1070,9
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,"Not in education, employment or training",4660,40
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Total care leavers,11570,100
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Education other than higher education,60,7
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Higher education i.e. studies beyond A level,70,9
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In an apprenticeship,20,2
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment,z,z
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),240,28
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,50,6
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",400,47
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,840,100
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Education other than higher education,210,16
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,50,4
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,In an apprenticeship,10,1
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,In training or employment,z,z
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),530,42
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Information not known,130,10
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",330,26
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Total care leavers,1250,100
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,Education other than higher education,c,c
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,0,0
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,0,0
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,In training or employment,z,z
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),c,c
