URN,Provision Type,LA,Sector,GOR,Max/Estimated Places
SC059488,Children's Home,Liverpool,Private,North West,2
SC021677,Children's Home,Manchester,Private,North West,4
SC029078,Children's Home,Medway Towns,Private,South East,10
SC459244,Children's Home,Newcastle,Voluntary,North East,6
SC034480,Children's Home,Norfolk,Local Authority,East of England,4
SC034797,Children's Home,Norfolk,Local Authority,East of England,6
SC463902,Children's Home,Norfolk,Local Authority,East of England,4
SC380956,Children's Home,North East Lincolnshire,Local Authority,Yorkshire and The Humber,3
SC479596,Children's Home,North East Lincolnshire,Private,Yorkshire and The Humber,7
SC479102,Children's Home,North Lincolnshire,Private,Yorkshire and The Humber,4
SC035352,Children's Home,Northamptonshire,Local Authority,East Midlands,8
SC035364,Children's Home,Northamptonshire,Local Authority,East Midlands,4
SC049079,Voluntary Adoption Agency,St. Helens,Voluntary,North West,0
SC452379,Independent Fostering Agency,Norfolk,Private,East of England,0
SC035706,Independent Fostering Agency,North Yorkshire,Voluntary,Yorkshire and The Humber,0
SC065614,Independent Fostering Agency,Oxfordshire,Private,South East,0
SC446985,Independent Fostering Agency,Salford,Private,North West,0
SC451077,Independent Fostering Agency,Solihull,Private,West Midlands,0
SC470279,Independent Fostering Agency,Solihull,Private,West Midlands,0
SC031288,Independent Fostering Agency,Stockport,Voluntary,North West,0
SC047163,Independent Fostering Agency,Tower Hamlets,Private,London,0
SC036628,Independent Fostering Agency,Waltham Forest,Private,London,0
SC384649,Independent Fostering Agency,Warrington,Private,North West,0
SC066502,Residential Family Centre,Barnsley,Private,Yorkshire and The Humber,3
SC386210,Residential Family Centre,Bristol City,Private,South West,7
SC408039,Residential Family Centre,Somerset,Private,South West,7
SC399219,Residential Family Centre,Suffolk,Voluntary,East of England,7
SC017168,Residential Special School,Birmingham,Local Authority,West Midlands,18
SC017172,Residential Special School,Birmingham,Local Authority,West Midlands,6
SC023096,Residential Special School,Buckinghamshire,Local Authority,South East,13
SC006625,Residential Special School,Cheshire West and Chester,Academy,North West,17
SC040510,Residential Special School,Durham,Local Authority,North East,64
SC049345,Residential Special School,East Sussex,Voluntary,South East,35
SC012029,Residential Special School,Hampshire,Local Authority,South East,10
SC012450,Residential Special School,Hampshire,Private,South East,51
SC012014,Residential Special School,Hampshire,Voluntary,South East,77
SC007943,Residential Special School,North Yorkshire,Local Authority,Yorkshire and The Humber,46
SC013054,Residential Special School,Oxfordshire,Voluntary,South East,45
SC038729,Residential Special School,Staffordshire,Local Authority,West Midlands,11
SC024573,Residential Special School,Suffolk,Academy,East of England,29
SC042663,Residential Special School,West Sussex,Voluntary,South East,41
SC039099,Residential Special School,Wiltshire,Local Authority,South West,23
SC018958,Residential Special School,Wirral,Voluntary,North West,9
SC043187,Residential Special School,Wolverhampton,Local Authority,West Midlands,6
SC043049,Residential Special School,Worcestershire,Academy,West Midlands,15
SC038276,Residential special school (>295 days/year),Cumbria,Private,North West,48
SC008015,Residential special school (>295 days/year),Doncaster,Private,Yorkshire and The Humber,33
SC066897,Residential special school (>295 days/year),Hampshire,Private,South East,31
SC478315,Residential special school (>295 days/year),Hampshire,Private,South East,4
SC405470,Residential special school (>295 days/year),Hillingdon,Voluntary,London,12
SC363933,Residential special school (>295 days/year),Northamptonshire,Private,East Midlands,6
SC428512,Residential special school (>295 days/year),Sefton,Voluntary,North West,14
SC048420,Voluntary Adoption Agency,Camden,Voluntary,London,0
SC472828,Voluntary Adoption Agency,East Riding of Yorkshire,Voluntary,Yorkshire and The Humber,0
SC462984,Voluntary Adoption Agency,Islington,Voluntary,London,0
SC035383,Children's Home,Northumberland,Local Authority,North East,3
SC459255,Children's Home,Nottingham City,Private,East Midlands,6
SC363384,Children's Home,Nottinghamshire,Private,East Midlands,4
SC377517,Children's Home,Nottinghamshire,Private,East Midlands,5
SC443549,Children's Home,Nottinghamshire,Private,East Midlands,3
SC035657,Children's Home,Oldham,Private,North West,7
SC466786,Children's Home,Peterborough,Private,East of England,3
SC458811,Children's Home,Plymouth,Private,South West,2
SC037588,Children's Home,Portsmouth,Local Authority,South East,6
SC417250,Children's Home,West Berkshire (Newbury),Private,South East,4
SC408656,Children's Home,Redcar & Cleveland,Private,North East,4
SC065072,Children's Home,Rochdale,Private,North West,2
SC065617,Children's Home,Rochdale,Private,North West,1
SC357159,Children's Home,Rochdale,Private,North West,2
SC361811,Children's Home,Rochdale,Private,North West,2
SC477179,Children's Home,Sandwell,Private,West Midlands,2
SC042652,Children's Home,Sefton,Private,North West,3
SC061924,Children's Home,Sefton,Private,North West,3
SC066242,Children's Home,Sefton,Private,North West,2
SC464650,Children's Home,Sefton,Private,North West,2
SC391594,Children's Home,Sheffield,Private,Yorkshire and The Humber,3
SC036758,Children's Home,Shropshire,Local Authority,West Midlands,4
SC382730,Children's Home,Shropshire,Local Authority,West Midlands,4
SC020630,Children's Home,Shropshire,Private,West Midlands,2
SC372611,Children's Home,Shropshire,Private,West Midlands,2
SC476292,Children's Home,Shropshire,Private,West Midlands,5
SC030369,Children's Home,Somerset,Local Authority,South West,7
SC033009,Children's Home,Somerset,Private,South West,2
SC386430,Children's Home,Somerset,Private,South West,2
SC465940,Children's Home,Somerset,Private,South West,7
SC407783,Children's Home,Southampton,Private,South East,5
SC066218,Children's Home,St. Helens,Private,North West,5
SC386810,Children's Home,St. Helens,Private,North West,1
SC005066,Children's Home,Staffordshire,Private,West Midlands,1
SC057688,Children's Home,Staffordshire,Private,West Midlands,4
SC060554,Children's Home,Staffordshire,Private,West Midlands,2
SC063794,Children's Home,Staffordshire,Private,West Midlands,3
SC063813,Children's Home,Staffordshire,Private,West Midlands,6
SC068261,Children's Home,Staffordshire,Private,West Midlands,4
SC368982,Children's Home,Staffordshire,Private,West Midlands,3
SC431315,Children's Home,Staffordshire,Private,West Midlands,2
SC446261,Children's Home,Staffordshire,Private,West Midlands,3
SC446262,Children's Home,Staffordshire,Private,West Midlands,2
SC008486,Children's Home,Stockport,Private,North West,6
SC008490,Children's Home,Stockport,Private,North West,4
SC025713,Children's Home,Stockport,Voluntary,North West,2
SC025745,Children's Home,Stockport,Voluntary,North West,5
SC025747,Children's Home,Stockport,Voluntary,North West,3
SC065059,Children's Home,Stoke on Trent,Local Authority,West Midlands,2
SC372504,Residential special school (>295 days/year),Derbyshire,Private,East Midlands,55
SC463386,Residential special school (>295 days/year),Derbyshire,Private,East Midlands,36
SC034241,Residential special school (>295 days/year),Lincolnshire,Private,East Midlands,49
SC065071,Residential special school (>295 days/year),Rutland,Private,East Midlands,11
SC055780,Residential special school (>295 days/year),Sefton,Voluntary,North West,8
SC444869,Residential special school (>295 days/year),Staffordshire,Private,West Midlands,14
SC481450,Voluntary Adoption Agency,Doncaster,Private,Yorkshire and The Humber,0
SC476482,Voluntary Adoption Agency,Worcestershire,Private,West Midlands,0
SC459667,Independent Fostering Agency,Redbridge,Private,London,0
SC411965,Independent Fostering Agency,Stockton on Tees,Private,North East,0
SC030593,Independent Fostering Agency,Tameside,Voluntary,North West,0
SC043551,Independent Fostering Agency,Trafford,Private,North West,0
SC416392,Independent Fostering Agency,Waltham Forest,Private,London,0
SC434260,Independent Fostering Agency,Wolverhampton,Private,West Midlands,0
SC442843,Independent Fostering Agency,Worcestershire,Private,West Midlands,0
SC450627,Independent Fostering Agency,Worcestershire,Private,West Midlands,0
SC034804,Independent Fostering Agency,Worcestershire,Voluntary,West Midlands,0
SC047184,Residential Family Centre,Staffordshire,Voluntary,West Midlands,6
SC477929,Residential Family Centre,Torbay,Private,South West,7
SC023101,Residential Special School,Buckinghamshire,Local Authority,South East,22
SC055984,Residential Special School,East Riding of Yorkshire,Local Authority,Yorkshire and The Humber,13
SC067647,Residential Special School,Hampshire,Private,South East,36
SC056394,Residential Special School,Hertfordshire,Local Authority,East of England,12
SC466264,Residential Special School,Kingston upon Hull,Local Authority,Yorkshire and The Humber,35
SC001835,Residential Special School,Leicestershire,Academy,East Midlands,8
SC027660,Residential Special School,Norfolk,Private,East of England,42
SC370928,Residential Special School,Buckinghamshire,Local Authority,South East,12
SC024588,Residential Special School,Suffolk,Private,East of England,30
SC013920,Residential Special School,Surrey,Voluntary,South East,42
SC010255,Residential Special School,Wandsworth,Local Authority,London,40
SC014636,Residential Special School,West Sussex,Private,South East,21
SC014513,Residential Special School,West Sussex,Voluntary,South East,70
SC039112,Residential Special School,Wiltshire,Local Authority,South West,48
SC043994,Residential special school (>295 days/year),Buckinghamshire,Voluntary,South East,40
SC404596,Residential special school (>295 days/year),Derbyshire,Private,East Midlands,56
SC361090,Residential special school (>295 days/year),Kent,Private,South East,5
SC452461,Residential special school (>295 days/year),Norfolk,Private,East of England,8
SC038435,Residential special school (>295 days/year),Worcestershire,Voluntary,West Midlands,72
SC035648,Secure Children's Home,Durham,Local Authority,North East,42
SC033362,Secure Children's Home,Peterborough,Local Authority,East of England,16
SC049065,Voluntary Adoption Agency,Hertfordshire,Voluntary,East of England,0
SC051423,Voluntary Adoption Agency,Leeds,Voluntary,Yorkshire and The Humber,0
SC048403,Voluntary Adoption Agency,Newcastle,Voluntary,North East,0
SC474819,Voluntary Adoption Agency,Sunderland,Voluntary,North East,0
SC387671,Children's Home,Oldham,Local Authority,North West,6
SC059221,Children's Home,Reading,Private,South East,3
SC456419,Children's Home,Rochdale,Private,North West,1
SC366851,Children's Home,Salford,Private,North West,3
SC374268,Children's Home,Sandwell,Private,West Midlands,3
SC036298,Children's Home,Sefton,Local Authority,North West,5
SC457428,Children's Home,Sefton,Private,North West,2
SC457554,Children's Home,Sefton,Private,North West,1
SC458115,Children's Home,Sheffield,Local Authority,Yorkshire and The Humber,19
SC020594,Children's Home,Shropshire,Private,West Midlands,10
SC372602,Children's Home,Shropshire,Private,West Midlands,3
SC372619,Children's Home,Shropshire,Private,West Midlands,1
SC372652,Children's Home,Shropshire,Private,West Midlands,1
SC411142,Children's Home,Shropshire,Private,West Midlands,1
SC425599,Children's Home,Shropshire,Private,West Midlands,1
SC476231,Children's Home,Shropshire,Private,West Midlands,4
SC476271,Children's Home,Shropshire,Private,West Midlands,5
SC476326,Children's Home,Shropshire,Private,West Midlands,5
SC030439,Children's Home,Somerset,Local Authority,South West,8
SC363364,Children's Home,Somerset,Private,South West,4
SC423382,Children's Home,Somerset,Private,South West,2
SC467115,Children's Home,Somerset,Private,South West,2
SC060839,Children's Home,Somerset,Voluntary,South West,3
SC389178,Children's Home,Southampton,Private,South East,5
SC422481,Children's Home,St. Helens,Private,North West,2
SC441410,Children's Home,St. Helens,Private,North West,2
SC065679,Children's Home,Staffordshire,Local Authority,West Midlands,5
SC005050,Children's Home,Staffordshire,Private,West Midlands,5
SC067839,Children's Home,Staffordshire,Private,West Midlands,2
SC394875,Children's Home,Staffordshire,Private,West Midlands,2
SC398482,Children's Home,Staffordshire,Private,West Midlands,3
SC447457,Children's Home,Staffordshire,Private,West Midlands,3
SC460910,Children's Home,Staffordshire,Private,West Midlands,3
SC357133,Children's Home,Stockport,Private,North West,3
SC025712,Children's Home,Stockport,Voluntary,North West,2
SC025739,Children's Home,Stockport,Voluntary,North West,4
SC047206,Residential Family Centre,Lambeth,Voluntary,London,6
SC006614,Residential Special School,Cheshire West and Chester,Local Authority,North West,23
SC058960,Residential Special School,Derbyshire,Local Authority,East Midlands,7
SC441083,Residential Special School,Derbyshire,Private,East Midlands,50
SC022216,Residential Special School,Devon,Voluntary,South West,48
SC012024,Residential Special School,Hampshire,Private,South East,76
SC019543,Residential Special School,Hertfordshire,Voluntary,East of England,68
