time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percent
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Allegation (s47),30,3
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Approval removed,c,c
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement end other than due to child's behaviour,50,6
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement ends due to child's behaviour,150,16
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change in the status of a placement only,210,22
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change to/Implementation of care plan,240,25
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Child requests placement to end,60,7
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Custody,0,0
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Other,160,17
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Resignation or closure of provision,20,2
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Responsible/Area authority requests placement to end,20,2
2023,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Standards of care concern,20,2
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,All Placements,130,k
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Allegation (s47),10,5
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Approval removed,0,0
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement end other than due to child's behaviour,10,10
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement ends due to child's behaviour,20,14
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change in the status of a placement only,20,15
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change to/Implementation of care plan,30,25
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Child requests placement to end,10,5
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Custody,0,0
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Other,20,18
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Resignation or closure of provision,c,c
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Responsible/Area authority requests placement to end,c,c
2023,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Standards of care concern,10,5
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,All Placements,57690,100
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Allegation (s47),470,1
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Approval removed,240,k
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement end other than due to child's behaviour,4120,7
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement ends due to child's behaviour,5740,10
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Change in the status of a placement only,8710,15
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Change to/Implementation of care plan,20090,35
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Child requests placement to end,2150,4
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Custody,150,k
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Other,13840,24
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Resignation or closure of provision,450,1
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Responsible/Area authority requests placement to end,1020,2
2023,Reporting year,National,E92000001,England,Duration of Placement,Total,Standards of care concern,740,1
2023,Reporting year,National,E92000001,England,Gender,Female,All Placements,26430,46
2023,Reporting year,National,E92000001,England,Gender,Female,Allegation (s47),230,1
2023,Reporting year,National,E92000001,England,Gender,Female,Approval removed,110,k
2023,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement end other than due to child's behaviour,1890,7
2023,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement ends due to child's behaviour,2510,9
2023,Reporting year,National,E92000001,England,Gender,Female,Change in the status of a placement only,4080,15
2023,Reporting year,National,E92000001,England,Gender,Female,Change to/Implementation of care plan,9340,35
2023,Reporting year,National,E92000001,England,Gender,Female,Child requests placement to end,1100,4
2023,Reporting year,National,E92000001,England,Gender,Female,Custody,10,k
2023,Reporting year,National,E92000001,England,Gender,Female,Other,6200,23
2023,Reporting year,National,E92000001,England,Gender,Female,Resignation or closure of provision,180,1
2023,Reporting year,National,E92000001,England,Gender,Female,Responsible/Area authority requests placement to end,450,2
2023,Reporting year,National,E92000001,England,Gender,Female,Standards of care concern,350,1
2023,Reporting year,National,E92000001,England,Gender,Male,All Placements,31260,54
2023,Reporting year,National,E92000001,England,Gender,Male,Allegation (s47),240,1
2023,Reporting year,National,E92000001,England,Gender,Male,Approval removed,130,k
2023,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement end other than due to child's behaviour,2230,7
2023,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement ends due to child's behaviour,3230,10
2023,Reporting year,National,E92000001,England,Gender,Male,Change in the status of a placement only,4630,15
2023,Reporting year,National,E92000001,England,Gender,Male,Change to/Implementation of care plan,10750,34
2023,Reporting year,National,E92000001,England,Gender,Male,Child requests placement to end,1050,3
2023,Reporting year,National,E92000001,England,Gender,Male,Custody,150,k
2023,Reporting year,National,E92000001,England,Gender,Male,Other,7640,24
2023,Reporting year,National,E92000001,England,Gender,Male,Resignation or closure of provision,270,1
2023,Reporting year,National,E92000001,England,Gender,Male,Responsible/Area authority requests placement to end,560,2
2023,Reporting year,National,E92000001,England,Gender,Male,Standards of care concern,390,1
2023,Reporting year,National,E92000001,England,Gender,Total,All Placements,57690,100
2023,Reporting year,National,E92000001,England,Gender,Total,Allegation (s47),470,1
2023,Reporting year,National,E92000001,England,Gender,Total,Approval removed,240,k
2023,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement end other than due to child's behaviour,4120,7
2023,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement ends due to child's behaviour,5740,10
2023,Reporting year,National,E92000001,England,Gender,Total,Change in the status of a placement only,8710,15
2023,Reporting year,National,E92000001,England,Gender,Total,Change to/Implementation of care plan,20090,35
2023,Reporting year,National,E92000001,England,Gender,Total,Child requests placement to end,2150,4
2023,Reporting year,National,E92000001,England,Gender,Total,Custody,150,k
2023,Reporting year,National,E92000001,England,Gender,Total,Other,13840,24
2023,Reporting year,National,E92000001,England,Gender,Total,Resignation or closure of provision,450,1
2023,Reporting year,National,E92000001,England,Gender,Total,Responsible/Area authority requests placement to end,1020,2
2023,Reporting year,National,E92000001,England,Gender,Total,Standards of care concern,740,1
2023,Reporting year,National,E92000001,England,Placement type,Foster placements,All Placements,36290,63
2023,Reporting year,National,E92000001,England,Placement type,Foster placements,Allegation (s47),370,1
2023,Reporting year,National,E92000001,England,Placement type,Foster placements,Approval removed,110,k
2023,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement end other than due to child's behaviour,3360,9
2023,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement ends due to child's behaviour,3610,10
2023,Reporting year,National,E92000001,England,Placement type,Foster placements,Change in the status of a placement only,5760,16
2023,Reporting year,National,E92000001,England,Placement type,Foster placements,Change to/Implementation of care plan,12680,35
2023,Reporting year,National,E92000001,England,Placement type,Foster placements,Child requests placement to end,1130,3
2023,Reporting year,National,E92000001,England,Placement type,Foster placements,Custody,10,k
