time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,placement_stability,number,percentage
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,70,17
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA on 31 March,Total children,562,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA on 31 March,With 3 or more placements during the year,53,9
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",92,66
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,139,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 2 years on 31 March,Total children,280,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,62,22
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA on 31 March,Total children,350,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA on 31 March,With 3 or more placements during the year,40,11
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",323,64
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,504,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA 2 years on 31 March,Total children,957,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,209,22
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA on 31 March,Total children,1332,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA on 31 March,With 3 or more placements during the year,137,10
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",118,54
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,217,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA 2 years on 31 March,Total children,405,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,103,25
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA on 31 March,Total children,539,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA on 31 March,With 3 or more placements during the year,56,10
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",174,74
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,236,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA 2 years on 31 March,Total children,436,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,57,13
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA on 31 March,Total children,602,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CLA on 31 March,With 3 or more placements during the year,41,7
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",132,62
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,214,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA 2 years on 31 March,Total children,403,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,97,24
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA on 31 March,Total children,554,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CLA on 31 March,With 3 or more placements during the year,60,11
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",123,68
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,182,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA 2 years on 31 March,Total children,327,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,74,23
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA on 31 March,Total children,481,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CLA on 31 March,With 3 or more placements during the year,64,13
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",196,68
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,289,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA 2 years on 31 March,Total children,512,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,90,18
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA on 31 March,Total children,656,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CLA on 31 March,With 3 or more placements during the year,67,10
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",112,77
