LA,LA Name,ReturnStatus,Line,S52 Line Reference,Own Provision (y),Private (z(i)),Other Public (z(ii)),Voluntary (z(iii)),Total Expenditure (k),Income (l),NET Current Expenditure (m),Govt. Grants Inside AEF (n),Govt. Grants Outside AEF (o),LEA NET Revenue Expenditure (p)
205,Hammersmith and Fulham,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",1853,0,22700,85000,109553,84436,25117,0,0,25117
205,Hammersmith and Fulham,Submitted,44,Teenage pregnancy services,192445,133612,28715,0,354772,191923,162849,0,0,162849
205,Hammersmith and Fulham,Submitted,45,Connexions,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,Submitted,46,Student support/including mandatory awards,0,0,0,0,0,0,0,0,0,0
205,Hammersmith and Fulham,Submitted,47,Unknown,2735450,1470575,442399,85000,4733424,860182,3873242,106575,661451,3105216
205,Hammersmith and Fulham,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
205,Hammersmith and Fulham,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,50579181,2403173,48176008,,,
205,Hammersmith and Fulham,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,50579181,2403173,48176008,,,
205,Hammersmith and Fulham,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,0,,,,,
205,Hammersmith and Fulham,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,0,,,,,
206,Islington,Submitted,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
206,Islington,Submitted,2,Youth offender teams,1832912.54,177187.76,0,0,2010100.3,79571.12,1930529.18,0,908410.74,1022118.44
206,Islington,Submitted,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
206,Islington,Submitted,4,Total Youth Justice,1832912.54,177187.76,0,0,2010100.3,79571.12,1930529.18,0,908410.74,1022118.44
206,Islington,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,2198903.98,0,0,0,2198903.98,140772.6,2058131.38,1824165.94,0,233965.44
206,Islington,Submitted,6,Spend by individual Sure Start Children's Centres,7196614.18,0,409057.12,1891972.52,9497643.82,1147995.12,8349648.7,5697712.34,2895.46,2649040.9
206,Islington,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,1951955.66,0,731171.09,76276.08,2759402.83,15104,2744298.83,2730121.64,0,14177.19
206,Islington,Submitted,8,Total Sure Start Children's Centres,11347473.82,0,1140228.21,1968248.6,14455950.63,1303871.72,13152078.91,10251999.92,2895.46,2897183.53
206,Islington,Submitted,9,Residential care,544811.98,4906632.2,0,0,5451444.18,1643633.28,3807810.9,0,0,3807810.9
206,Islington,Submitted,10,Fostering services,4812495.52,5221153.68,0,0,10033649.2,65094.82,9968554.38,0,0,9968554.38
206,Islington,Submitted,11,Other children looked after services,293089.9,273244.61,0,35237.5,601572.01,0,601572.01,0,0,601572.01
206,Islington,Submitted,12,Secure accommodation (welfare),28718.96,310667.16,0,0,339386.12,0,339386.12,0,0,339386.12
206,Islington,Submitted,13,Short breaks (respite) for looked after children,1220212.96,3955.1,129,0,1224297.06,337145.45,887151.61,0,0,887151.61
206,Islington,Submitted,14,Children placed with family and friends,715253.91,2045.2,0,0,717299.11,0,717299.11,0,0,717299.11
206,Islington,Submitted,15,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
206,Islington,Submitted,16,Education of looked after children,48830.14,451290,0,0,500120.14,0,500120.14,0,0,500120.14
206,Islington,Submitted,17,Leaving care support services,1746284.18,103427.17,0,359712,2209423.35,52407,2157016.35,0,0,2157016.35
206,Islington,Submitted,18,Asylum seeker services - children,1965998.94,44071.79,0,0,2010070.73,0,2010070.73,1423924.04,0,586146.69
206,Islington,Submitted,19,Total Children Looked After,11375696.49,11316486.91,129,394949.5,23087261.9,2098280.55,20988981.35,1423924.04,0,19565057.31
206,Islington,Submitted,20,Child death review processes,0,0,0,0,0,0,0,0,0,0
206,Islington,Submitted,21,LA functions in relation to child protection,257592.44,273.5,0,0,257865.94,0,257865.94,0,0,257865.94
206,Islington,Submitted,22,Local safeguarding childrens board,217037.27,15213.5,0,0,232250.77,54970,177280.77,0,0,177280.77
206,Islington,Submitted,23,Total Children and Young People's Safety,474629.71,15487,0,0,490116.71,54970,435146.71,0,0,435146.71
206,Islington,Submitted,24,Direct payments,926165.53,427,0,0,926592.53,0,926592.53,35830,0,890762.53
206,Islington,Submitted,25,Short breaks (respite) for disabled children,847019.92,702882.2,0,0,1549902.12,635602.04,914300.08,914300,0,0.08
206,Islington,Submitted,26,Home care services,0,0,0,0,0,0,0,0,0,0
206,Islington,Submitted,27,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
206,Islington,Submitted,28,Other family support services,3991929.76,670671.72,333513.39,618961.17,5615076.04,103809.45,5511266.59,918373.5,0,4592893.09
206,Islington,Submitted,29,Contribution to health care of individual children,286716.07,23772.5,0,0,310488.57,0,310488.57,305123.57,0,5365
206,Islington,Submitted,30,Total Family Support Services,6051831.28,1397753.42,333513.39,618961.17,8402059.26,739411.49,7662647.77,2173627.07,0,5489020.7
206,Islington,Submitted,31,Adoption services,2064259.58,20000,169427.8,0,2253687.38,43256.5,2210430.88,0,0,2210430.88
206,Islington,Submitted,32,Special guardianship support,968687.9,2252.9,0,0,970940.8,0,970940.8,0,0,970940.8
206,Islington,Submitted,33,Other children's and families services,0,0,0,0,0,0,0,0,0,0
206,Islington,Submitted,34,Total Other Children's and Families Services,3032947.48,22252.9,169427.8,0,3224628.18,43256.5,3181371.68,0,0,3181371.68
206,Islington,Submitted,35,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
206,Islington,Submitted,36,Partnership costs,0,0,0,0,0,0,0,0,0,0
206,Islington,Submitted,37,Central commissioning function,1473371.49,56674.99,0,0,1530046.48,82938,1447108.48,0,0,1447108.48
206,Islington,Submitted,38,Total Children's Services Strategy,1473371.49,56674.99,0,0,1530046.48,82938,1447108.48,0,0,1447108.48
206,Islington,Submitted,39,Commissioning and social work,14466544.79,1404310.72,45775.28,337757.45,16254388.24,196799.02,16057589.22,235175,0,15822414.22
206,Islington,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
206,Islington,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",3948025.16,39133.79,0,1169950.76,5157109.71,423025.39,4734084.32,200451.64,0,4533632.68
206,Islington,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",1367190.47,404825.97,0,21848,1793864.44,539627.59,1254236.85,59574,0,1194662.85
206,Islington,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",0,0,0,0,0,0,0,0,0,0
206,Islington,Submitted,44,Teenage pregnancy services,91467.49,126921.21,0,0,218388.7,31493.06,186895.64,0,0,186895.64
206,Islington,Submitted,45,Connexions,2042882.45,0,0,0,2042882.45,14928.19,2027954.26,0,0,2027954.26
206,Islington,Submitted,46,Student support/including mandatory awards,29359,0,0,0,29359,0,29359,0,0,29359
206,Islington,Submitted,47,Unknown,7478924.57,570880.97,0,1191798.76,9241604.3,1009074.23,8232530.07,260025.64,0,7972504.43
206,Islington,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,21000,0,21000,,,
206,Islington,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,78717156,5608172.63,73108983.37,,,
206,Islington,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,78696156,5608172.63,73087983.37,,,
206,Islington,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,0,,,,,
206,Islington,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,278006.59,,,,,
207,Kensington and Chelsea,Submitted,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,Submitted,2,Youth offender teams,1504026,0,59122,0,1563148,119421,1443727,560081,0,883646
207,Kensington and Chelsea,Submitted,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,Submitted,4,Total Youth Justice,1504026,0,59122,0,1563148,119421,1443727,560081,0,883646
207,Kensington and Chelsea,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,1139902,0,0,0,1139902,1,1139901,1017488,0,122413
207,Kensington and Chelsea,Submitted,6,Spend by individual Sure Start Children's Centres,3528645,0,0,0,3528645,1140882,2387763,311262,87877,1988624
207,Kensington and Chelsea,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,Submitted,8,Total Sure Start Children's Centres,4668547,0,0,0,4668547,1140883,3527664,1328750,87877,2111037
207,Kensington and Chelsea,Submitted,9,Residential care,940225,1320815,0,0,2261040,0,2261040,0,0,2261040
207,Kensington and Chelsea,Submitted,10,Fostering services,2312739,1569582,0,0,3882321,201993,3680328,275875,0,3404453
207,Kensington and Chelsea,Submitted,11,Other children looked after services,303433,138374,132449,0,574256,95,574161,384073,0,190088
207,Kensington and Chelsea,Submitted,12,Secure accommodation (welfare),0,0,2336,0,2336,0,2336,0,0,2336
207,Kensington and Chelsea,Submitted,13,Short breaks (respite) for looked after children,476323,74561,285800,0,836684,2668,834016,0,0,834016
207,Kensington and Chelsea,Submitted,14,Children placed with family and friends,316671,0,0,0,316671,0,316671,0,0,316671
207,Kensington and Chelsea,Submitted,15,Advocacy services for children looked after,114843,0,0,0,114843,15920,98923,0,0,98923
207,Kensington and Chelsea,Submitted,16,Education of looked after children,86592,0,0,0,86592,0,86592,86592,0,0
207,Kensington and Chelsea,Submitted,17,Leaving care support services,1571950,1057819,0,0,2629769,26954,2602815,226150,0,2376665
207,Kensington and Chelsea,Submitted,18,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,Submitted,19,Total Children Looked After,6122776,4161151,420585,0,10704512,247630,10456882,972690,0,9484192
207,Kensington and Chelsea,Submitted,20,Child death review processes,28625,0,11375,0,40000,0,40000,0,0,40000
207,Kensington and Chelsea,Submitted,21,LA functions in relation to child protection,1010911,0,74033,0,1084944,72138,1012806,158595,0,854211
207,Kensington and Chelsea,Submitted,22,Local safeguarding childrens board,62540,0,0,0,62540,0,62540,0,0,62540
207,Kensington and Chelsea,Submitted,23,Total Children and Young People's Safety,1102076,0,85408,0,1187484,72138,1115346,158595,0,956751
207,Kensington and Chelsea,Submitted,24,Direct payments,139633,0,0,0,139633,0,139633,0,0,139633
207,Kensington and Chelsea,Submitted,25,Short breaks (respite) for disabled children,789987,0,0,0,789987,99021,690966,568406,0,122560
207,Kensington and Chelsea,Submitted,26,Home care services,0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,Submitted,27,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,Submitted,28,Other family support services,593424,0,53270,0,646694,10384,636310,0,0,636310
207,Kensington and Chelsea,Submitted,29,Contribution to health care of individual children,90475,0,0,0,90475,0,90475,0,0,90475
207,Kensington and Chelsea,Submitted,30,Total Family Support Services,1613519,0,53270,0,1666789,109405,1557384,568406,0,988978
207,Kensington and Chelsea,Submitted,31,Adoption services,1608555,0,0,0,1608555,86887,1521668,0,0,1521668
207,Kensington and Chelsea,Submitted,32,Special guardianship support,238778,0,0,0,238778,0,238778,0,0,238778
207,Kensington and Chelsea,Submitted,33,Other children's and families services,337,0,0,791296,791633,0,791633,0,0,791633
207,Kensington and Chelsea,Submitted,34,Total Other Children's and Families Services,1847670,0,0,791296,2638966,86887,2552079,0,0,2552079
207,Kensington and Chelsea,Submitted,35,Children's and young people's plan,31168,0,0,0,31168,5500,25668,0,0,25668
207,Kensington and Chelsea,Submitted,36,Partnership costs,0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,Submitted,37,Central commissioning function,964801,0,20000,0,984801,188532,796269,0,175257,621012
207,Kensington and Chelsea,Submitted,38,Total Children's Services Strategy,995969,0,20000,0,1015969,194032,821937,0,175257,646680
207,Kensington and Chelsea,Submitted,39,Commissioning and social work,9308912,28771,459939,0,9797622,212574,9585048,234235,0,9350813
207,Kensington and Chelsea,Submitted,40,Child Trust Fund Top Ups,584408,0,5743,0,590151,0,590151,1250,0,588901
207,Kensington and Chelsea,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",2186073,60120,0,256980,2503173,127791,2375382,44950,0,2330432
207,Kensington and Chelsea,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",1192701,0,0,90539,1283240,59083,1224157,80372,0,1143785
207,Kensington and Chelsea,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",460896,0,0,152058,612954,193941,419013,116709,0,302304
207,Kensington and Chelsea,Submitted,44,Teenage pregnancy services,132572,0,0,0,132572,0,132572,0,0,132572
207,Kensington and Chelsea,Submitted,45,Connexions,774046,661702,93222,0,1528970,1288,1527682,0,0,1527682
207,Kensington and Chelsea,Submitted,46,Student support/including mandatory awards,186983,0,0,0,186983,5097,181886,0,1000,180886
207,Kensington and Chelsea,Submitted,47,Unknown,4933271,721822,93222,499577,6247892,387200,5860692,242031,1000,5617661
207,Kensington and Chelsea,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
207,Kensington and Chelsea,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,40081080,2570170,37510910,,,
207,Kensington and Chelsea,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,40081080,2570170,37510910,,,
207,Kensington and Chelsea,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,0,,,,,
207,Kensington and Chelsea,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,0,,,,,
208,Lambeth,Submitted,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
208,Lambeth,Submitted,2,Youth offender teams,3750801.06,0,0,0,3750801.06,369207,3381594.06,0,1311786,2069808.06
208,Lambeth,Submitted,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
208,Lambeth,Submitted,4,Total Youth Justice,3750801.06,0,0,0,3750801.06,369207,3381594.06,0,1311786,2069808.06
208,Lambeth,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,1866885.39,0,0,0,1866885.39,0,1866885.39,1866885.39,0,0
208,Lambeth,Submitted,6,Spend by individual Sure Start Children's Centres,9226793,0,0,0,9226793,0,9226793,9226793,0,0
208,Lambeth,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,2848752,0,0,0,2848752,0,2848752,2848752,0,0
